図鑑No,名前,系統,紫卵,特性,性格,素質,HP,MP,攻,守,素早,攻魔,回魔,器用
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ずのうめいせき,優,638,297,249,352,487,541,156,412
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ずのうめいせき,並,598,278,233,330,456,507,146,386
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,きれもの,極,797,361,318,439,672,695,173,515
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,きれもの,超,733,332,292,404,619,639,159,474
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,きれもの,特,677,307,270,374,572,591,147,438
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,きれもの,優,638,289,254,352,538,556,138,412
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,きれもの,並,598,271,238,330,504,521,130,386
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ちからじまん,極,846,319,355,476,596,611,176,456
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ちからじまん,超,778,294,326,438,548,562,162,420
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ちからじまん,特,719,272,301,405,506,520,150,388
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ちからじまん,優,677,256,284,381,477,489,141,365
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,ちからじまん,並,635,240,266,357,447,459,132,342
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,いっぴきおおかみ,極,863,337,345,439,672,676,173,466
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,いっぴきおおかみ,超,794,310,317,404,619,622,159,429
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,いっぴきおおかみ,特,733,286,293,374,572,574,147,396
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,いっぴきおおかみ,優,690,269,276,352,538,541,138,373
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,いっぴきおおかみ,並,647,253,259,330,504,507,130,350
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,むっつりスケベ,極,846,326,324,472,692,624,180,515
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,むっつりスケベ,超,778,300,299,434,636,574,166,474
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,むっつりスケベ,特,719,277,276,401,588,531,153,438
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,むっつりスケベ,優,677,261,260,377,553,499,144,412
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,むっつりスケベ,並,635,245,243,354,519,468,135,386
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,おおぐらい,極,830,319,341,486,589,598,173,490
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,おおぐらい,超,763,294,314,447,542,551,159,451
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,おおぐらい,特,705,272,290,413,501,509,147,417
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,おおぐらい,優,664,256,273,389,472,479,138,392
10001,わたぼう,⁇⁇系,10000歩,ときどきバーハ,おおぐらい,並,622,240,256,364,442,449,130,368
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ぬけめがない,極,924,282,611,572,624,157,130,506
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ぬけめがない,超,851,260,563,527,575,145,120,466
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ぬけめがない,特,786,240,520,487,531,134,111,431
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ぬけめがない,優,740,226,489,458,500,126,104,405
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ぬけめがない,並,693,212,459,429,468,118,98,380
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おせっかい,極,878,297,599,590,624,147,141,506
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おせっかい,超,808,273,551,543,575,135,130,466
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おせっかい,特,747,252,509,501,531,125,120,431
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おせっかい,優,703,237,480,472,500,117,113,405
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おせっかい,並,659,223,450,442,468,110,106,380
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ずのうめいせき,極,897,305,569,544,593,165,137,532
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ずのうめいせき,超,825,281,523,500,546,152,126,489
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ずのうめいせき,特,762,259,483,462,504,141,117,452
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ずのうめいせき,優,718,244,455,435,475,132,110,426
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ずのうめいせき,並,673,229,427,408,445,124,103,399
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,きれもの,極,897,297,581,544,656,170,121,532
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,きれもの,超,825,273,535,500,603,156,112,489
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,きれもの,特,762,252,494,462,557,145,103,452
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,きれもの,優,718,237,465,435,525,136,97,426
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,きれもの,並,673,223,436,408,492,128,91,399
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ちからじまん,極,952,263,648,590,581,150,124,471
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ちからじまん,超,876,242,596,543,534,138,114,433
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ちからじまん,特,809,223,551,501,494,127,105,400
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ちからじまん,優,762,210,519,472,465,120,99,377
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,ちからじまん,並,714,197,486,442,436,112,93,353
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,いっぴきおおかみ,極,971,277,630,544,656,165,121,481
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,いっぴきおおかみ,超,893,255,579,500,603,152,112,443
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,いっぴきおおかみ,特,825,235,535,462,557,141,103,409
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,いっぴきおおかみ,優,777,222,504,435,525,132,97,385
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,いっぴきおおかみ,並,728,208,472,408,492,124,91,361
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,むっつりスケベ,極,952,268,593,584,674,153,127,532
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,むっつりスケベ,超,876,247,546,537,621,141,117,489
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,むっつりスケベ,特,809,228,504,496,573,130,108,452
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,むっつりスケベ,優,762,215,475,467,540,122,101,426
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,むっつりスケベ,並,714,201,445,438,506,115,95,399
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おおぐらい,極,934,263,624,601,575,147,121,506
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おおぐらい,超,859,242,574,553,529,135,112,466
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おおぐらい,特,794,223,530,511,488,125,103,431
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おおぐらい,優,747,210,499,481,460,117,97,405
10002,てんどうしし,けもの系,10000歩,いきなりおおあばれ,おおぐらい,並,700,197,468,451,431,110,91,380
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ぬけめがない,極,826,294,607,492,674,162,135,729
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ぬけめがない,超,760,271,559,453,621,150,125,671
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ぬけめがない,特,703,250,516,419,573,138,115,620
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ぬけめがない,優,661,236,486,394,540,130,108,584
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ぬけめがない,並,620,221,456,369,506,122,102,547
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おせっかい,極,785,309,595,507,674,151,146,729
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おせっかい,超,722,285,548,467,621,139,135,671
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おせっかい,特,667,263,506,431,573,129,124,620
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おせっかい,優,628,247,476,406,540,121,117,584
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おせっかい,並,589,232,447,381,506,113,110,547
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ずのうめいせき,極,802,318,565,468,641,171,142,766
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ずのうめいせき,超,738,293,520,431,590,157,131,705
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ずのうめいせき,特,682,270,480,398,545,145,121,651
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ずのうめいせき,優,641,255,452,374,513,137,114,613
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ずのうめいせき,並,601,239,424,351,481,128,107,575
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,きれもの,極,802,309,577,468,708,175,126,766
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,きれもの,超,738,285,531,431,652,161,116,705
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,きれもの,特,682,263,491,398,602,149,107,651
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,きれもの,優,641,247,462,374,567,140,101,613
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,きれもの,並,601,232,433,351,531,132,95,575
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ちからじまん,極,851,274,644,507,627,154,129,678
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ちからじまん,超,783,252,592,467,577,142,118,624
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ちからじまん,特,724,233,547,431,533,131,110,577
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ちからじまん,優,681,219,515,406,502,124,103,543
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,ちからじまん,並,639,206,483,381,471,116,97,509
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,いっぴきおおかみ,極,868,289,626,468,708,171,126,693
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,いっぴきおおかみ,超,798,266,576,431,652,157,116,638
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,いっぴきおおかみ,特,738,245,532,398,602,145,107,589
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,いっぴきおおかみ,優,694,231,501,374,567,137,101,555
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,いっぴきおおかみ,並,651,217,469,351,531,128,95,520
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,むっつりスケベ,極,851,280,589,502,728,158,131,766
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,むっつりスケベ,超,783,257,542,462,670,145,121,705
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,むっつりスケベ,特,724,238,501,427,619,134,112,651
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,むっつりスケベ,優,681,224,472,402,583,126,105,613
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,むっつりスケベ,並,639,210,442,377,546,118,99,575
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おおぐらい,極,835,274,620,517,621,151,126,729
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おおぐらい,超,768,252,570,476,571,139,116,671
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おおぐらい,特,710,233,527,440,528,129,107,620
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おおぐらい,優,668,219,496,414,497,121,101,584
50,ドラゴスライム,スライム系,10000歩,ときどきホイミ,おおぐらい,並,626,206,465,388,466,113,95,547
49,シールドオーガ,怪人系,10000歩,みがわり,ぬけめがない,極,1327,223,421,756,103,157,230,380
49,シールドオーガ,怪人系,10000歩,みがわり,ぬけめがない,超,1221,206,388,696,95,145,212,350
49,シールドオーガ,怪人系,10000歩,みがわり,ぬけめがない,特,1128,190,358,643,88,134,196,323
49,シールドオーガ,怪人系,10000歩,みがわり,ぬけめがない,優,1062,179,337,605,83,126,184,304
49,シールドオーガ,怪人系,10000歩,みがわり,ぬけめがない,並,996,168,316,567,78,118,173,285
49,シールドオーガ,怪人系,10000歩,みがわり,おせっかい,極,1261,235,413,779,103,147,249,380
49,シールドオーガ,怪人系,10000歩,みがわり,おせっかい,超,1160,216,380,717,95,135,229,350
49,シールドオーガ,怪人系,10000歩,みがわり,おせっかい,特,1072,200,351,662,88,125,212,323
49,シールドオーガ,怪人系,10000歩,みがわり,おせっかい,優,1009,188,331,623,83,117,199,304
49,シールドオーガ,怪人系,10000歩,みがわり,おせっかい,並,946,176,310,585,78,110,187,285
49,シールドオーガ,怪人系,10000歩,みがわり,ずのうめいせき,極,1288,241,392,719,98,165,242,399
49,シールドオーガ,怪人系,10000歩,みがわり,ずのうめいせき,超,1185,222,361,661,91,152,223,368
49,シールドオーガ,怪人系,10000歩,みがわり,ずのうめいせき,特,1095,205,333,611,84,141,206,340
49,シールドオーガ,怪人系,10000歩,みがわり,ずのうめいせき,優,1030,193,314,575,79,132,194,320
49,シールドオーガ,怪人系,10000歩,みがわり,ずのうめいせき,並,966,181,294,539,74,124,182,300
49,シールドオーガ,怪人系,10000歩,みがわり,きれもの,極,1288,235,400,719,109,170,214,399
49,シールドオーガ,怪人系,10000歩,みがわり,きれもの,超,1185,216,368,661,100,156,197,368
49,シールドオーガ,怪人系,10000歩,みがわり,きれもの,特,1095,200,340,611,92,145,182,340
49,シールドオーガ,怪人系,10000歩,みがわり,きれもの,優,1030,188,320,575,87,136,172,320
49,シールドオーガ,怪人系,10000歩,みがわり,きれもの,並,966,176,300,539,82,128,161,300
49,シールドオーガ,怪人系,10000歩,みがわり,ちからじまん,極,1367,208,447,779,96,150,219,354
49,シールドオーガ,怪人系,10000歩,みがわり,ちからじまん,超,1258,191,411,717,89,138,202,326
49,シールドオーガ,怪人系,10000歩,みがわり,ちからじまん,特,1162,177,380,662,82,127,186,301
49,シールドオーガ,怪人系,10000歩,みがわり,ちからじまん,優,1094,166,358,623,77,120,175,283
49,シールドオーガ,怪人系,10000歩,みがわり,ちからじまん,並,1026,156,335,585,72,112,164,266
49,シールドオーガ,怪人系,10000歩,みがわり,いっぴきおおかみ,極,1394,219,434,719,109,165,214,361
49,シールドオーガ,怪人系,10000歩,みがわり,いっぴきおおかみ,超,1282,202,399,661,100,152,197,333
49,シールドオーガ,怪人系,10000歩,みがわり,いっぴきおおかみ,特,1185,186,369,611,92,141,182,307
49,シールドオーガ,怪人系,10000歩,みがわり,いっぴきおおかみ,優,1115,175,347,575,87,132,172,289
49,シールドオーガ,怪人系,10000歩,みがわり,いっぴきおおかみ,並,1046,164,326,539,82,124,161,271
49,シールドオーガ,怪人系,10000歩,みがわり,むっつりスケベ,極,1367,212,409,772,112,153,224,399
49,シールドオーガ,怪人系,10000歩,みがわり,むっつりスケベ,超,1258,195,376,710,103,141,206,368
49,シールドオーガ,怪人系,10000歩,みがわり,むっつりスケベ,特,1162,181,348,656,95,130,190,340
49,シールドオーガ,怪人系,10000歩,みがわり,むっつりスケベ,優,1094,170,327,617,89,122,179,320
49,シールドオーガ,怪人系,10000歩,みがわり,むっつりスケベ,並,1026,159,307,579,84,115,168,300
49,シールドオーガ,怪人系,10000歩,みがわり,おおぐらい,極,1341,208,430,794,95,147,214,380
49,シールドオーガ,怪人系,10000歩,みがわり,おおぐらい,超,1234,191,396,731,88,135,197,350
49,シールドオーガ,怪人系,10000歩,みがわり,おおぐらい,特,1140,177,366,675,81,125,182,323
49,シールドオーガ,怪人系,10000歩,みがわり,おおぐらい,優,1073,166,344,636,76,117,172,304
49,シールドオーガ,怪人系,10000歩,みがわり,おおぐらい,並,1006,156,323,596,72,110,161,285
48,だいまどう,怪人系,10000歩,なし,ぬけめがない,極,804,428,330,373,436,434,567,330
48,だいまどう,怪人系,10000歩,なし,ぬけめがない,超,740,394,304,344,402,400,522,304
48,だいまどう,怪人系,10000歩,なし,ぬけめがない,特,684,364,281,318,371,369,482,281
48,だいまどう,怪人系,10000歩,なし,ぬけめがない,優,644,343,264,299,349,348,454,264
48,だいまどう,怪人系,10000歩,なし,ぬけめがない,並,603,321,248,280,327,326,426,248
48,だいまどう,怪人系,10000歩,なし,おせっかい,極,764,450,324,385,436,404,613,330
48,だいまどう,怪人系,10000歩,なし,おせっかい,超,703,414,298,354,402,372,564,304
48,だいまどう,怪人系,10000歩,なし,おせっかい,特,650,382,275,327,371,344,521,281
48,だいまどう,怪人系,10000歩,なし,おせっかい,優,612,360,259,308,349,323,490,264
48,だいまどう,怪人系,10000歩,なし,おせっかい,並,573,338,243,289,327,303,460,248
48,だいまどう,怪人系,10000歩,なし,ずのうめいせき,極,780,463,307,355,415,456,596,347
48,だいまどう,怪人系,10000歩,なし,ずのうめいせき,超,718,426,283,327,382,420,548,319
48,だいまどう,怪人系,10000歩,なし,ずのうめいせき,特,663,393,261,302,353,388,507,295
48,だいまどう,怪人系,10000歩,なし,ずのうめいせき,優,624,370,246,284,332,365,477,278
48,だいまどう,怪人系,10000歩,なし,ずのうめいせき,並,585,347,231,266,311,342,447,260
48,だいまどう,怪人系,10000歩,なし,きれもの,極,780,450,314,355,458,469,528,347
48,だいまどう,怪人系,10000歩,なし,きれもの,超,718,414,289,327,422,432,486,319
48,だいまどう,怪人系,10000歩,なし,きれもの,特,663,382,267,302,390,399,449,295
48,だいまどう,怪人系,10000歩,なし,きれもの,優,624,360,251,284,367,375,422,278
48,だいまどう,怪人系,10000歩,なし,きれもの,並,585,338,236,266,344,352,396,260
48,だいまどう,怪人系,10000歩,なし,ちからじまん,極,829,399,350,385,406,413,539,307
48,だいまどう,怪人系,10000歩,なし,ちからじまん,超,762,367,322,354,374,380,496,283
48,だいまどう,怪人系,10000歩,なし,ちからじまん,特,704,339,298,327,345,351,458,261
48,だいまどう,怪人系,10000歩,なし,ちからじまん,優,663,319,280,308,325,330,431,246
48,だいまどう,怪人系,10000歩,なし,ちからじまん,並,622,299,263,289,305,310,404,231
48,だいまどう,怪人系,10000歩,なし,いっぴきおおかみ,極,845,420,340,355,458,456,528,314
48,だいまどう,怪人系,10000歩,なし,いっぴきおおかみ,超,777,386,313,327,422,420,486,289
48,だいまどう,怪人系,10000歩,なし,いっぴきおおかみ,特,718,357,289,302,390,388,449,267
48,だいまどう,怪人系,10000歩,なし,いっぴきおおかみ,優,676,336,272,284,367,365,422,251
48,だいまどう,怪人系,10000歩,なし,いっぴきおおかみ,並,634,315,255,266,344,342,396,236
48,だいまどう,怪人系,10000歩,なし,むっつりスケベ,極,829,407,321,381,471,421,550,347
48,だいまどう,怪人系,10000歩,なし,むっつりスケベ,超,762,375,295,351,434,388,506,319
48,だいまどう,怪人系,10000歩,なし,むっつりスケベ,特,704,346,273,324,401,358,468,295
48,だいまどう,怪人系,10000歩,なし,むっつりスケベ,優,663,326,257,305,377,337,440,278
48,だいまどう,怪人系,10000歩,なし,むっつりスケベ,並,622,305,241,286,354,316,413,260
48,だいまどう,怪人系,10000歩,なし,おおぐらい,極,813,399,337,392,402,404,528,330
48,だいまどう,怪人系,10000歩,なし,おおぐらい,超,748,367,310,361,370,372,486,304
48,だいまどう,怪人系,10000歩,なし,おおぐらい,特,691,339,287,333,341,344,449,281
48,だいまどう,怪人系,10000歩,なし,おおぐらい,優,650,319,270,314,321,323,422,264
48,だいまどう,怪人系,10000歩,なし,おおぐらい,並,610,299,253,294,301,303,396,248
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ぬけめがない,極,1138,372,373,591,335,559,199,419
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ぬけめがない,超,1047,343,344,544,309,515,184,386
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ぬけめがない,特,968,317,318,503,285,476,170,357
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ぬけめがない,優,911,298,299,473,268,448,160,336
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ぬけめがない,並,854,279,280,444,252,420,150,315
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おせっかい,極,1082,391,366,609,335,520,215,419
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おせっかい,超,995,360,337,561,309,479,198,386
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おせっかい,特,919,333,311,518,285,442,183,357
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おせっかい,優,865,313,293,487,268,416,172,336
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おせっかい,並,811,293,275,457,252,390,162,315
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ずのうめいせき,極,1104,402,347,562,319,587,209,440
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ずのうめいせき,超,1016,370,320,517,293,540,193,405
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ずのうめいせき,特,939,342,295,478,271,499,178,374
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ずのうめいせき,優,884,322,278,450,255,470,168,352
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ずのうめいせき,並,828,302,261,422,239,441,157,330
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,きれもの,極,1104,391,355,562,352,604,186,440
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,きれもの,超,1016,360,327,517,324,556,171,405
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,きれもの,特,939,333,302,478,299,514,158,374
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,きれもの,優,884,313,284,450,282,483,149,352
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,きれもの,並,828,293,266,422,264,453,139,330
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ちからじまん,極,1173,346,396,609,312,532,190,390
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ちからじまん,超,1079,319,364,561,287,489,174,359
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ちからじまん,特,997,295,337,518,265,452,161,332
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ちからじまん,優,938,277,317,487,250,425,152,312
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,ちからじまん,並,880,260,297,457,234,399,142,293
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,いっぴきおおかみ,極,1195,365,385,562,352,587,186,399
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,いっぴきおおかみ,超,1100,336,354,517,324,540,171,367
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,いっぴきおおかみ,特,1016,310,327,478,299,499,158,339
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,いっぴきおおかみ,優,956,292,308,450,282,470,149,319
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,いっぴきおおかみ,並,897,274,289,422,264,441,139,299
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,むっつりスケベ,極,1173,354,362,603,362,543,194,440
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,むっつりスケベ,超,1079,326,333,555,333,499,178,405
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,むっつりスケベ,特,997,301,308,513,308,461,165,374
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,むっつりスケベ,優,938,283,290,483,290,434,155,352
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,むっつりスケベ,並,880,266,272,453,272,407,145,330
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おおぐらい,極,1150,346,381,621,309,520,186,419
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おおぐらい,超,1058,319,351,571,284,479,171,386
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おおぐらい,特,977,295,324,528,262,442,158,357
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おおぐらい,優,920,277,305,497,247,416,149,336
61,スカルゴン,ドラゴン系,10000歩,いきなりのろい,おおぐらい,並,863,260,286,466,232,390,139,315
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ぬけめがない,極,898,283,576,698,544,164,140,456
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ぬけめがない,超,827,261,530,643,501,151,129,420
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ぬけめがない,特,764,241,490,594,463,140,119,388
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ぬけめがない,優,719,227,461,559,436,132,112,365
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ぬけめがない,並,674,213,432,524,408,123,105,342
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,おせっかい,極,854,298,565,719,544,153,152,456
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,おせっかい,超,785,274,520,662,501,141,140,420
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,おせっかい,特,726,253,480,612,463,130,129,388
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,おせっかい,優,683,238,452,576,436,123,121,365
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,おせっかい,並,640,223,424,540,408,115,114,342
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ずのうめいせき,極,872,306,536,664,517,173,147,479
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ずのうめいせき,超,802,282,493,611,476,159,136,441
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ずのうめいせき,特,741,260,456,564,440,147,125,407
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ずのうめいせき,優,697,245,429,531,414,138,118,384
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ずのうめいせき,並,654,230,402,498,388,130,111,360
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,きれもの,極,872,298,548,664,572,178,131,479
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,きれもの,超,802,274,504,611,526,163,120,441
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,きれもの,特,741,253,466,564,486,151,111,407
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,きれもの,優,697,238,438,531,457,142,105,384
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,きれもの,並,654,223,411,498,429,133,98,360
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ちからじまん,極,925,264,611,719,506,156,133,425
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ちからじまん,超,851,243,562,662,466,144,123,391
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ちからじまん,特,787,224,519,612,431,133,114,361
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ちからじまん,優,740,211,489,576,405,125,107,340
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,ちからじまん,並,694,198,458,540,380,117,100,319
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,いっぴきおおかみ,極,943,278,594,664,572,173,131,434
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,いっぴきおおかみ,超,868,256,546,611,526,159,120,399
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,いっぴきおおかみ,特,802,236,505,564,486,147,111,369
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,いっぴきおおかみ,優,755,222,475,531,457,138,105,347
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,いっぴきおおかみ,並,708,209,445,498,429,130,98,325
62,ガニラス,水系,10000歩,ときどきだれかにスカラ,むっつりスケベ,極,925,269,559,712,588,160,136,479
